name,gender,probability
lionel,male,0.99
manley,male,1
marquis,male,0.98
marshal,male,0.92
mart,male,1
odie,female,0.55
olen,male,0.83
oral,male,0.55
orley,male,1
otha,female,0.64
press,male,1
price,male,0.86
quincy,male,0.76
randall,male,0.97
rich,male,1
richmond,male,1
romeo,male,1
russel,male,0.74
rutherford,male,1
shade,male,0.81
shelby,female,0.97
solon,male,1
thurman,male,0.69
tilden,male,0.69
troy,male,0.99
woodson,male,1
worth,male,1
aden,male,0.98
alcide,male,1
alf,male,1
algie,female,0.5
arlie,female,0.82
bart,male,0.55
bedford,male,1
benito,male,0.95
billy,male,0.98
birt,female,0.5
bruno,male,1
burley,male,0.55
chancy,female,0.5
claus,male,1
cliff,male,1
clovis,female,0.57
creed,male,1
delos,male,1
duke,male,1
eber,male,1
eligah,male,1
elliot,male,0.81
elton,male,0.91
emmitt,male,1
gene,male,0.91
golden,male,0.62
hal,male,0.76
hardin,male,1
harman,male,0.72
hervey,male,1
hollis,male,0.62
ivey,female,0.94
len,male,0.71
lindsay,female,0.97
lonie,female,0.5
lyle,male,0.95
mac,male,0.97
mal,male,1
math,male,1
miller,male,0.79
orson,male,1
osborne,male,1
percival,male,1
pleas,male,1
ples,male,1
rafael,male,0.99
raoul,male,1
roderick,male,0.97
shelton,male,0.92
sid,male,0.77
theron,male,0.95
tobias,male,1
toney,male,0.59
tyler,male,0.96
vance,male,0.98
walton,male,0.81
watt,male,1
weaver,male,1
wilton,male,0.83
adolf,male,1
albin,male,1
albion,male,1
allison,female,1
alpheus,male,1
anastacio,male,1
andre,male,0.99
arlington,male,0.6
armand,male,0.89
asberry,male,1
asbury,male,1
asher,male,0.99
augustin,male,1
auther,female,0.58
author,male,1
ballard,male,1
blas,male,1
caesar,male,1
candido,male,1
cato,male,1
clarke,female,0.58
clemente,male,1
colin,male,1
commodore,male,1
coy,male,0.96
cruz,male,0.98
curt,male,1
damon,male,0.99
davie,female,0.74
delmar,male,0.67
dexter,male,0.99
doss,male,1
drew,male,0.81
edson,male,1
elam,male,1
elihu,male,1
ernie,male,0.79
ferd,male,1
friend,male,1
garry,male,0.81
gary,male,0.99
gustaf,male,1
hampton,male,0.84
harrie,female,0.58
hence,male,1
hillard,male,1
hollie,female,0.92
holmes,male,1
hyman,male,1
ishmael,male,1
jarrett,male,0.97
jessee,male,0.53
joeseph,male,1
junious,male,1
kirk,male,0.94
levy,male,0.85
mervin,male,0.9
michel,male,0.76
milford,female,0.5
mitchel,male,0.81
noble,male,0.93
obed,male,1
orren,male,1
ottis,female,0.55
rafe,male,1
redden,male,1
reese,female,0.84
rube,male,1
rupert,male,0.79
salomon,male,1
sanders,male,0.67
soloman,male,1
stacy,female,0.88
stanford,male,1
stanton,male,1
thad,male,0.78
titus,male,1
tracy,female,0.54
wendell,male,0.9
wilhelm,male,1
willian,male,0.81
yee,male,0.53
zeke,male,1
ab,male,1
abbott,male,0.88
agustus,male,1
albertus,male,1
almer,female,0.5
alphonso,male,0.82
alvia,female,0.58
arvid,male,1
ashby,female,0.57
aurthur,male,1
babe,female,0.5
baldwin,male,1
barnett,female,0.55
bartholomew,male,1
barton,male,1
bernie,male,0.58
blaine,male,0.97
boston,male,0.92
brad,male,0.9
bradford,male,0.93
bradley,male,0.98
brooks,male,0.98
buck,male,1
budd,male,1
ceylon,male,1
chalmers,male,1
chesley,male,0.57
chin,male,1
crockett,male,1
cyril,male,0.89
denver,male,0.55
dow,male,1
duff,male,1
edie,female,0.96
elick,male,1
elie,male,0.59
eliga,male,1
eliseo,male,1
elroy,male,0.79
ely,male,0.81
ennis,male,0.58
enrique,male,0.99
erasmus,male,1
esau,male,1
everette,male,0.72
firman,male,1
fleming,male,1
gardner,male,0.69
gee,female,0.55
gorge,male,1
gottlieb,male,1
gregorio,male,0.94
gregory,male,0.99
gustavus,male,1
halsey,male,0.62
handy,male,0.58
hardie,male,1
harl,male,1
hayden,male,0.61
hays,male,1
hermon,male,0.58
hershel,male,0.9
holly,female,0.99
hosteen,male,1
hoyt,male,0.96
hudson,male,0.98
huey,male,0.75
humphrey,male,1
hunt,male,1
hyrum,male,1
irven,male,1
isam,male,1
jabez,male,1
jodie,female,0.79
judd,male,1
julious,male,1
justice,female,0.56
kelly,female,0.87
kit,male,0.59
knute,male,1
lavern,male,0.72
lawyer,male,1
layton,male,0.9
leonidas,male,1
lewie,male,1
linwood,male,0.72
loran,female,0.58
lorin,female,0.74
mace,male,1
malcom,male,1
manly,male,1
manson,male,1
matthias,male,1
merida,female,0.95
miner,male,1
montgomery,male,0.82
moroni,male,1
murdock,male,1
nate,male,0.94
nathanial,male,1
nimrod,male,1
norval,male,1
nova,female,0.92
orion,male,0.98
orla,female,0.83
orrie,female,0.5
payton,female,0.85
philo,male,1
phineas,male,1
presley,female,0.93
ransom,male,0.95
reece,male,0.73
rene,male,0.94
roswell,male,1
rowland,male,1
sampson,male,1
samual,male,1
santos,male,0.98
schuyler,male,0.59
sheppard,male,1
spurgeon,male,1
starling,female,0.53
sylvanus,male,1
theadore,male,1
theophile,male,1
tilmon,male,1
tommy,male,0.98
unknown,male,0.62
vann,male,0.86
wes,male,1
winston,male,0.99
wood,male,1
woodie,female,0.5
worthy,female,0.5
wright,male,1
york,male,1
zachariah,male,0.99
adell,female,0.6
celeste,female,0.99
audrey,female,1
zadie,female,1
aura,female,1
elta,female,1
eveline,female,1
lelah,female,1
nanie,female,1
petra,female,0.97
elvie,female,0.58
glennie,female,0.62
juliette,female,1
mannie,male,0.55
mercy,female,0.96
miranda,female,1
nana,male,0.53
zilpah,female,1
almedia,female,1
berdie,female,1
byrdie,female,1
claribel,female,1
coral,female,0.98
edwina,female,1
exie,male,0.55
justine,female,0.95
malissie,female,1
myrtice,female,1
narcissus,female,1
rosamond,male,0.55
theresia,female,1
valeria,female,1
vessie,female,0.5
victorine,female,1
alfreda,female,0.5
alicia,female,0.99
arabella,female,1
arminda,female,1
audie,male,0.58
cammie,female,0.7
carmen,female,0.97
dottie,female,1
flo,female,1
fredericka,female,1
gloria,female,0.99
gusta,female,1
icie,female,1
lillia,female,1
lota,female,1
nathalie,female,0.99
nita,female,1
ota,female,1
ramona,female,0.98
texie,female,1
zillah,female,1
aida,female,0.97
allene,female,0.5
arra,female,1
belva,female,1
biddie,female,1
bula,female,1
carry,female,0.57
courtney,female,0.77
crete,female,1
dicy,female,1
dossie,male,0.55
ester,female,0.95
evangeline,female,1
flavia,female,1
fleta,female,1
fronia,female,1
gillie,female,0.5
jinnie,female,1
jonnie,female,0.64
karen,female,0.99
katharina,female,1
mell,female,0.58
mirtie,female,1
mora,female,1
ninnie,female,1
rettie,female,1
rozella,female,1
sofia,female,1
sybil,female,0.95
sylvania,female,0.55
tilla,female,1
ursula,female,1
veda,female,1
zaida,female,1
zenobia,female,1
aggie,female,0.5
aletha,female,1
andrea,female,1
ason,male,0.57
bina,female,1
celesta,female,1
chloie,female,1
christie,female,0.87
corean,female,1
corinna,female,1
donia,female,1
elodie,female,1
epsie,female,1
eulah,female,1
exa,female,1
gail,female,0.71
georgine,female,1
gretta,female,1
henriette,female,1
jeffie,male,0.55
jemima,female,1
jo,female,0.82
josefa,female,1
juliana,female,1
katharyn,female,1
lannie,female,0.54
lavada,female,1
leonore,female,1
levina,female,1
libby,female,0.98
lilie,female,1
louanna,female,1
mabell,female,1
madeleine,female,1
marinda,female,1
mila,female,1
neta,female,1
orlena,female,1
ova,female,0.5
ozella,female,1
ressie,female,0.5
rosena,female,1
rosey,female,1
senora,female,1
siddie,female,1
susana,female,0.95
susanne,female,1
texanna,female,1
tiney,female,0.55
tinie,female,1
tiny,male,0.54
brown,male,0.55
newell,female,0.5
carter,male,0.95
lucas,male,1
bee,female,0.57
meyer,male,0.84
paris,female,0.93
deforest,male,1
dolph,male,1
harper,female,0.97
jule,female,0.53
lambert,male,1
orange,female,0.58
roe,female,0.55
ambers,male,1
collins,female,0.89
elbridge,male,1
eldon,male,0.89
elvis,male,0.97
gaston,male,1
hartwell,male,1
knox,male,0.99
manning,male,0.87
reed,male,0.97
thos,male,1
todd,male,0.98
wirt,male,1
alvis,male,0.8
ammon,male,1
boss,male,1
cas,male,1
cass,male,0.8
chalmer,male,1
denton,male,1
elsworth,male,1
erving,male,1
fredric,male,1
furman,male,1
plummer,male,1
rollo,male,1
ruffus,male,1
sheldon,male,0.94
tilman,male,1
acie,male,0.58
alfonso,male,0.98
ashton,male,0.94
burke,male,0.89
cap,male,1
casimiro,male,1
collie,female,0.63
curley,female,0.55
dale,male,0.97
dixon,male,1
dominick,male,0.99
garret,male,0.92
gerrit,male,1
griffin,male,0.99
hall,male,1
heber,male,1
hurley,male,0.81
isidore,male,1
lorenza,female,0.77
murphy,male,0.63
obe,male,1
orlo,male,1
sebastian,male,1
tolbert,male,1
whit,male,1
adrien,male,0.96
alto,female,0.55
angelo,male,1
antone,male,0.77
arden,female,0.77
atticus,male,0.99
belton,male,1
blair,female,0.87
burrell,male,1
campbell,female,0.62
champ,male,1
coley,female,0.65
conway,male,1
craig,male,0.98
dalton,male,0.99
darrell,male,0.98
darwin,male,0.97
dennie,male,0.58
ebb,male,1
ebbie,female,0.5
ellison,female,0.76
elonzo,male,1
emit,male,1
emry,female,0.79
ephram,male,1
esequiel,male,1
evertt,male,1
garner,male,0.81
garnett,male,0.58
graham,male,1
gregg,male,0.75
halbert,male,1
harvie,male,0.62
harvy,male,1
hubbard,male,1
jared,male,0.99
jere,male,0.58
joesph,male,0.78
johnathan,male,1
juluis,male,1
kirby,male,0.66
kyle,male,0.98
lane,male,0.93
lawerence,male,1
less,male,1
lowell,male,0.9
loy,male,0.62
marcel,male,0.98
marius,male,1
marrion,female,0.5
mercer,male,0.82
monte,male,0.96
nolan,male,1
okey,male,1
page,female,0.74
primus,male,1
prosper,male,1
pryor,male,1
robin,female,0.55
roll,male,1
seward,male,1
shannon,female,0.75
talmage,male,1
vaughn,male,0.95
verner,female,0.5
waverly,female,0.95
weldon,male,0.86
wells,male,0.93
wiliam,male,1
wing,female,0.5
verda,male,0.58
attie,female,1
gretchen,female,0.96
hermina,female,1
nelly,female,0.95
eller,female,1
hetty,female,1
luetta,female,1
pennie,female,1
rosemary,female,0.99
beckie,female,1
buna,female,1
caldonia,female,1
candace,female,0.95
edla,female,1
eleonora,female,1
elfrieda,female,1
florrie,female,1
luisa,female,0.97
myrtis,female,0.5
trudie,female,1
agusta,male,0.58
alphonsine,female,1
dellie,female,0.5
delpha,female,1
joyce,female,0.98
kathyrn,female,1
loretto,female,0.64
lucindy,female,1
maybell,female,1
odile,female,1
orah,female,1
prudie,female,1
rhea,female,0.98
rinda,female,1
rosy,female,1
roxy,female,0.93
sarrah,female,1
susannah,female,1
tula,female,1
alwina,female,1
annabell,female,1
arah,female,1
bernadine,female,1
buena,female,1
capitola,female,1
cathern,female,1
christiana,female,1
clora,female,1
columbia,female,0.67
eileen,female,0.98
elizbeth,female,1
eura,female,0.5
hennie,female,1
henretta,female,1
ivie,female,0.94
jeanie,female,1
justina,female,0.92
leaner,female,1
leonia,female,1
lorraine,female,0.95
lucetta,female,1
macie,female,0.99
mahalie,female,1
marry,female,1
novella,female,1
olevia,female,1
phillis,female,0.57
philomene,female,1
salina,female,1
sinda,female,1
tinnie,female,1
vashti,female,1
vella,female,1
veva,female,1
vicy,female,1
zita,female,1
affie,female,1
albertha,female,1
alexina,female,1
altie,female,0.5
anabel,female,0.97
anie,female,1
artelia,female,1
atha,female,0.5
barbra,female,1
beaulah,female,1
bertina,female,1
birdella,female,1
blossom,female,1
cara,female,0.99
carmela,female,0.96
carolyne,female,1
cathryn,female,1
charlottie,female,1
cilla,female,1
denise,female,0.98
dezzie,female,0.5
dorthea,female,1
eleonore,female,1
fairy,female,1
fannye,female,1
franc,female,0.5
francina,female,1
francisca,female,0.86
genevra,female,1
helga,female,1
iza,female,1
jeanetta,female,1
jeannie,female,0.8
jerusha,female,1
laurie,female,0.93
lisette,female,1
loda,female,1
luda,female,1
lynda,female,0.81
marget,female,1
mariam,female,0.99
modena,female,1
nanna,female,1
nelie,female,1
olena,female,1
penny,female,0.98
pheobe,female,1
portia,female,0.84
roxana,female,0.95
sadye,female,1
savilla,female,1
shellie,female,0.5
sibbie,female,1
thekla,female,1
vienna,female,1
vinia,female,1
vira,female,1
willia,male,0.62
zaidee,female,1
zana,female,1
zilla,female,1
cleve,female,0.5
linus,male,1
reinhold,male,1
junior,male,0.98
ace,male,0.99
armstead,male,1
benedict,male,1
brice,male,0.95
gibson,male,0.94
mills,male,0.63
adolfo,male,0.97
alanzo,male,1
antoine,male,0.97
ethan,male,1
eustace,male,1
ewing,male,1
fernand,male,1
fisher,male,0.98
harland,male,1
hilary,female,0.9
hosie,female,0.55
lemon,female,0.62
marsh,female,0.5
newman,male,1
nickolas,male,0.99
pearley,female,0.5
roman,male,0.99
rome,male,0.86
shelly,female,0.9
vicente,male,1
weston,male,1
alan,male,1
alberto,male,0.99
alexis,female,0.77
auguste,male,0.61
bascom,male,1
cameron,male,0.92
clabe,male,1
cooper,male,0.98
domingo,male,0.92
elwin,male,0.67
emilio,male,1
french,male,0.58
gerhard,male,1
hansford,male,1
jarvis,male,0.94
jobe,male,1
josephus,male,1
landon,male,1
lesley,female,0.94
linn,female,0.5
littleton,male,1
lone,male,1
margarito,male,1
melton,male,1
ott,male,1
randle,female,0.5
seaborn,male,1
severt,male,1
steward,male,1
vester,female,0.55
wenzel,male,1
alby,female,0.5
alcee,male,1
almond,male,1
alvy,male,1
amon,male,1
ansel,male,0.97
bayard,male,1
benny,male,0.96
bluford,male,1
booker,male,0.92
burnett,female,0.5
burney,female,0.5
caswell,male,1
conley,male,0.81
cortez,male,0.97
dionicio,male,1
eldred,male,0.55
ell,male,0.55
ellery,female,0.95
ellwood,male,1
emmit,male,1
erle,male,1
essex,male,1
ewell,female,0.54
ewin,male,1
fabian,male,0.99
florencio,male,1
fremont,male,1
gaines,male,1
garnet,male,0.53
gaylord,female,0.5
german,male,0.97
greene,male,1
harlow,female,0.97
hilton,male,0.73
jhon,male,1
kay,female,0.84
kelley,female,0.65
lamar,male,0.82
lazarus,male,1
leigh,female,0.87
lenzy,female,0.5
leonce,male,1
leverett,male,1
lorenz,male,1
lott,male,1
loyal,male,0.72
luster,female,0.5
mance,male,1
matthews,male,1
mikel,male,0.97
moody,male,1
murry,male,0.55
nicolas,male,1
norton,male,1
oather,male,1
orva,female,0.5
patricio,male,0.95
rance,male,1
raphael,male,0.99
rudolf,male,1
rudy,male,0.97
ruel,male,0.72
sameul,male,1
samul,male,1
seldon,male,1
stafford,male,1
theophilus,male,1
thompson,male,1
toby,male,0.82
true,male,0.6
val,male,0.69
vince,male,0.97
willaim,male,1
woody,male,0.55
worley,male,1
zed,male,1
laurel,female,0.98
lelar,female,1
matilde,female,0.81
simona,female,1
thora,female,1
angelita,female,0.85
berenice,female,0.92
cleora,female,1
dagmar,female,1
dina,female,0.97
ema,female,1
florine,female,0.55
loraine,female,0.75
maida,female,1
missie,female,1
arline,female,0.57
beatrix,female,1
delta,female,0.89
dorathea,female,1
elenor,female,1
gertha,female,1
lesta,female,1
rebekah,female,0.99
rossie,female,0.5
almina,female,1
amalie,female,1
ammie,male,0.55
arlena,female,1
avie,female,0.87
carlie,female,0.97
cena,male,0.55
deliah,female,1
dot,female,0.55
earlie,male,0.55
elfie,female,1
ermine,female,0.58
francisquita,female,1
georgeanna,female,1
glendora,female,1
leontine,female,1
leva,female,1
litha,female,1
luberta,female,1
marianna,female,1
parlee,female,1
pearla,female,1
sister,female,1
thresa,female,1
alene,female,0.69
alverda,female,1
antonette,female,1
argie,female,0.6
arkie,female,0.5
arletta,female,1
bea,female,1
bettye,female,0.5
bobbie,female,0.81
cappie,female,1
caro,female,0.5
cloe,female,0.91
corene,female,1
deetta,female,1
elberta,female,1
elna,female,1
ether,female,0.5
felicie,female,1
frederica,female,1
hellen,female,1
icey,female,1
ines,female,0.94
junia,female,1
laney,female,0.99
lassie,female,1
lockie,female,1
lossie,female,0.5
lovey,female,1
marianita,female,1
mattye,female,1
melina,female,1
merta,female,1
mida,female,1
necie,female,1
nezzie,female,1
norine,female,1
octavie,female,1
otie,female,0.5
parilee,female,1
pernie,female,1
pinky,female,1
pricilla,female,1
refugia,female,0.5
reva,female,0.93
roma,female,0.89
sedonia,female,1
senie,female,1
spicy,female,1
vergie,female,0.58
zelia,female,1
brady,male,0.98
festus,male,1
odell,male,0.75
rosco,male,1
chauncy,female,0.5
delmer,male,0.55
jimmy,male,0.99
lars,male,1
milas,male,1
rogers,male,0.62
wess,male,1
bryan,male,1
douglass,male,0.62
irvine,male,0.55
isidor,male,1
jeptha,male,1
olof,male,1
robt,male,1
ronald,male,0.99
simpson,male,1
tandy,female,0.5
thurlow,male,1
toy,female,0.55
zeno,male,1
alphonsus,male,1
alvan,male,1
amado,male,1
ananias,male,1
ancel,male,1
atlas,male,0.95
banks,male,1
barry,male,0.97
blake,male,0.85
blanchard,male,1
bose,male,1
captain,male,1
ceasar,male,1
chance,male,0.98
chancey,female,0.53
charle,female,0.5
clide,female,0.5
dink,male,1
emett,male,1
erick,male,1
estill,female,0.58
fenton,male,1
gale,male,0.57
gay,female,0.5
grove,male,1
hanson,male,1
harlie,female,0.96
haskell,male,0.58
ingram,male,0.54
jep,male,1
joy,female,0.98
linton,male,1
linzy,female,0.73
little,female,0.5
loney,female,0.55
loring,male,0.58
lute,male,1
meredith,female,0.99
norwood,male,1
oley,male,0.58
orel,male,0.54
orra,male,0.58
perl,female,0.79
powell,male,1
sebron,male,1
shed,male,1
sie,male,1
tilford,male,1
winthrop,male,1
crystal,female,0.99
rubie,female,0.88
milly,female,1
pluma,female,1
ruie,female,1
cleva,female,1
gennie,female,0.5
maxie,female,0.63
vennie,female,0.55
zettie,female,0.55
clevie,female,0.5
delma,female,0.54
ferne,female,1
maebelle,female,1
maxine,female,0.97
pearly,female,0.62
savanah,female,1
valerie,female,1
violetta,female,1
adelina,female,1
alzina,female,1
annice,female,1
arta,female,0.53
beda,female,1
clarabelle,female,1
delfina,female,1
fleda,female,1
goldia,female,1
laila,female,1
leala,female,1
lilah,female,1
lyla,female,1
naoma,female,1
nealy,female,0.64
olivine,female,1
rutha,female,1
sussie,female,1
theodocia,female,1
trinidad,male,0.69
vassie,female,1
zina,female,0.83
arley,male,0.66
aurore,female,1
beth,female,0.9
channie,female,1
cyntha,female,1
freida,female,1
georganna,female,1
izetta,female,1
kathern,female,1
lady,female,1
lala,female,1
lilia,female,0.98
lurana,female,1
mozelle,female,0.5
oney,female,0.5
patricia,female,0.99
persis,female,1
retha,female,1
silvia,female,0.97
tacy,female,1
teckla,female,1
telitha,female,1
vicie,female,1
allice,female,1
almeta,female,1
arvie,female,0.58
azelie,female,1
betsey,female,1
bitha,female,1
byrde,female,1
camelia,female,1
daisye,female,1
damie,female,0.5
darcus,female,0.55
darthula,female,1
delsie,female,1
eathel,female,0.55
elia,female,0.92
else,female,1
ethie,female,1
ethlyn,female,1
fleeta,female,1
henryetta,female,1
herma,female,1
hila,female,1
jamie,female,0.7
janey,female,1
klara,female,1
mag,female,1
magdelena,female,1
margarete,female,1
margaretha,female,1
martie,female,0.5
minie,female,1
monnie,male,0.58
mossie,female,0.5
myrle,female,0.54
narcissa,female,1
nelda,female,0.55
olinda,female,1
oline,female,1
oliva,female,0.84
omah,female,1
ovie,male,0.58
parthena,female,1
petronella,female,1
philena,female,1
renna,female,1
rina,female,1
rissie,female,1
robina,female,1
sarepta,female,1
signe,female,1
temple,female,0.69
tishia,female,1
vinie,female,1
weltha,female,1
willena,female,1
benjamen,male,1
jens,male,1
oakley,male,0.51
whitney,female,0.98
donaciano,male,1
hayward,male,1
son,female,0.5
tollie,male,0.62
vollie,female,0.57
adelard,male,1
ebenezer,male,0.89
ewald,male,1
herb,male,1
silvester,male,1
sullivan,male,0.9
thurston,male,1
wayman,male,1
burrel,male,1
cleon,male,0.69
dozier,male,1
elden,male,0.88
fulton,male,1
